sku,image,thumbnail,small_image
SC0123,/SC0123.jpg,/SC0123.jpg,/SC0123.jpg
SC0126,/SC0126.jpg,/SC0126.jpg,/SC0126.jpg
SC0124,/SC0124.jpg,/SC0124.jpg,/SC0124.jpg
SC0134,/SC0134.jpg,/SC0134.jpg,/SC0134.jpg
SC0125,/SC0125.jpg,/SC0125.jpg,/SC0125.jpg
SC0127,/SC0127.jpg,/SC0127.jpg,/SC0127.jpg
SC0130,/SC0130.jpg,/SC0130.jpg,/SC0130.jpg
SC0136,/SC0136.jpg,/SC0136.jpg,/SC0136.jpg
SC0131,/SC0131.jpg,/SC0131.jpg,/SC0131.jpg
SC0138,/SC0138.jpg,/SC0138.jpg,/SC0138.jpg
SC0139,/SC0139.jpg,/SC0139.jpg,/SC0139.jpg
SC0140,/SC0140.jpg,/SC0140.jpg,/SC0140.jpg
SC0141,/SC0141.jpg,/SC0141.jpg,/SC0141.jpg
SC0135,/SC0135.jpg,/SC0135.jpg,/SC0135.jpg
SC0137,/SC0137.jpg,/SC0137.jpg,/SC0137.jpg
SC0142,/SC0142.jpg,/SC0142.jpg,/SC0142.jpg
